game_result,turnovers,pass_cmp,pass_att,pass_yds,pass_td,rush_att,rush_yds,rush_td,rush_yds_per_att,tot_plays,tot_yds_per_play,first_down_pass,first_down_rush,first_down_penalty,first_down,penalty,penalty_yds,fumbles_lost,pass_int,game_loc,turnovers_opp,pass_cmp_opp,pass_att_opp,pass_yds_opp,pass_td_opp,rush_att_opp,rush_yds_opp,rush_td_opp,rush_yds_per_att_opp,tot_plays_opp,tot_yds_per_play_opp,first_down_pass_opp,first_down_rush_opp,first_down_penalty_opp,first_down_opp,penalty_opp,penalty_yds_opp,fumbles_lost_opp,pass_int_opp,team_elo,havoc,points_per_opp,average_field_start,power_success,second_level_yards,open_field_yards,line_yards,success_rate,explosiveness
W (34-27),1,16,24.0,249,2,31,153,1,4.9,55,7.3,1,7,1,14,2,23,0,1,0,3.0,39.0,62.0,382.0,1.0,25.0,86.0,2.0,3.4,87.0,5.4,1.0,7.0,1.0,30.0,2.0,20.0,0.0,3.0,65.45311861971095,,,,,,,,,
W (31-13),0,15,25.0,238,2,45,209,2,4.6,70,6.4,2,13,2,24,2,19,0,0,1,3.0,26.0,46.0,251.0,2.0,24.0,39.0,0.0,1.6,70.0,4.1,0.0,4.0,0.0,18.0,5.0,37.0,0.0,3.0,107.67449825250252,,,,,,,,,
L (16-34),2,22,32.0,207,0,29,128,1,4.4,61,5.5,4,8,4,20,3,25,1,1,1,0.0,14.0,17.0,167.0,2.0,44.0,283.0,2.0,6.4,61.0,7.4,1.0,15.0,1.0,22.0,9.0,95.0,0.0,0.0,122.90664835220254,,,,,,,,,
L (17-31),0,16,30.0,122,0,42,203,2,4.8,72,4.5,2,12,2,19,6,66,0,0,0,2.0,16.0,28.0,272.0,2.0,39.0,131.0,2.0,3.4,67.0,6.0,1.0,7.0,1.0,21.0,6.0,65.0,2.0,0.0,-7.698189936857816,,,,,,,,,
L (21-24),3,20,30.0,203,0,42,90,2,2.1,72,4.1,1,4,1,16,7,75,1,2,1,3.0,8.0,21.0,202.0,2.0,33.0,115.0,0.0,3.5,54.0,5.9,2.0,5.0,2.0,12.0,6.0,46.0,1.0,2.0,-30.782786442684,,,,,,,,,
L (17-31),0,9,16.0,123,1,36,83,1,2.3,52,4.0,0,6,0,11,5,60,0,0,0,0.0,20.0,32.0,208.0,1.0,46.0,236.0,3.0,5.1,78.0,5.7,2.0,15.0,2.0,27.0,3.0,30.0,0.0,0.0,-44.654267774848535,,,,,,,,,
L (3-41),1,15,29.0,134,0,40,70,0,1.8,69,3.0,1,5,1,14,7,66,0,1,1,2.0,25.0,35.0,271.0,3.0,31.0,159.0,2.0,5.1,66.0,6.5,0.0,7.0,0.0,23.0,5.0,35.0,0.0,2.0,-55.94396770229788,,,,,,,,,
L (23-24),2,18,30.0,289,2,32,82,0,2.6,62,6.0,3,4,3,21,3,30,1,1,1,1.0,18.0,24.0,240.0,1.0,43.0,192.0,2.0,4.5,67.0,6.4,1.0,11.0,1.0,22.0,6.0,80.0,1.0,0.0,-71.72975119077977,,,,,,,,,
L (10-15),1,9,19.0,93,0,33,80,1,2.4,52,3.3,2,7,2,13,3,35,0,1,0,1.0,23.0,31.0,172.0,0.0,51.0,192.0,2.0,3.8,82.0,4.4,2.0,12.0,2.0,22.0,10.0,75.0,0.0,1.0,-7.088443264756269,,,,,,,,,
L (20-28),0,29,48.0,348,0,38,177,2,4.7,86,6.1,1,8,1,27,6,55,0,0,1,1.0,24.0,36.0,373.0,4.0,33.0,60.0,0.0,1.8,69.0,6.3,2.0,3.0,2.0,24.0,4.0,30.0,0.0,1.0,2.5557201543699986,,,,,,,,,
W (31-6),0,10,18.0,99,0,44,413,4,9.4,62,8.3,0,12,0,15,5,54,0,0,1,0.0,25.0,46.0,202.0,0.0,27.0,62.0,0.0,2.3,73.0,3.6,2.0,5.0,2.0,17.0,3.0,23.0,0.0,0.0,14.847610562675166,,,,,,,,,
L (17-24),2,14,29.0,155,0,44,250,2,5.7,73,5.5,4,10,4,22,7,65,1,1,1,2.0,16.0,28.0,172.0,1.0,35.0,168.0,1.0,4.8,63.0,5.4,1.0,10.0,1.0,20.0,7.0,68.0,0.0,2.0,-1.4092133515955076,,,,,,,,,
W (41-3),1,13,19.0,159,0,61,447,5,7.3,80,7.6,2,20,2,32,2,20,1,0,1,0.0,25.0,35.0,127.0,0.0,24.0,66.0,0.0,2.8,59.0,3.3,1.0,5.0,1.0,12.0,5.0,35.0,0.0,0.0,7.218152432277807,,,,,,,,,
L (21-27),1,28,37.0,242,1,33,90,2,2.7,70,4.7,1,6,1,17,7,58,1,0,1,2.0,13.0,32.0,177.0,2.0,43.0,206.0,1.0,4.8,75.0,5.1,2.0,13.0,2.0,22.0,7.0,60.0,0.0,2.0,-9.179592391784745,,,,,,,,,
W (21-6),0,19,24.0,259,3,30,61,0,2.0,54,5.9,0,3,0,17,2,30,0,0,0,1.0,16.0,30.0,120.0,0.0,33.0,114.0,0.0,3.5,63.0,3.7,0.0,7.0,0.0,13.0,6.0,45.0,0.0,1.0,19.4928081927202,,,,,,,,,
W (45-3),0,19,35.0,275,2,36,252,4,7.0,71,7.4,4,9,4,25,10,119,0,0,1,4.0,19.0,34.0,131.0,0.0,40.0,168.0,0.0,4.2,74.0,4.0,6.0,7.0,6.0,22.0,14.0,114.0,0.0,4.0,54.480111687869794,,,,,,,,,
W (37-35),0,21,30.0,222,0,47,306,3,6.5,77,6.9,0,14,0,25,9,100,0,0,1,2.0,32.0,50.0,406.0,3.0,15.0,40.0,1.0,2.7,65.0,6.9,4.0,3.0,4.0,27.0,4.0,36.0,0.0,2.0,99.77789622535424,,,,,,,,,
W (34-6),1,20,28.0,333,4,39,138,1,3.5,67,7.0,1,10,1,21,5,63,0,1,1,0.0,17.0,30.0,132.0,0.0,39.0,108.0,0.0,2.8,69.0,3.5,4.0,7.0,4.0,18.0,8.0,45.0,0.0,0.0,135.91228876190877,,,,,,,,,
W (24-10),1,18,30.0,174,1,37,191,1,5.2,67,5.4,0,9,0,19,4,30,1,0,1,1.0,26.0,41.0,243.0,0.0,34.0,137.0,1.0,4.0,75.0,5.1,1.0,9.0,1.0,20.0,6.0,45.0,1.0,0.0,152.09868058981456,,,,,,,,,
L (36-52),0,26,49.0,281,4,37,167,1,4.5,86,5.2,1,11,1,26,8,85,0,0,1,0.0,19.0,24.0,203.0,3.0,52.0,352.0,4.0,6.8,76.0,7.3,4.0,15.0,4.0,30.0,6.0,55.0,0.0,0.0,-6.041892870051162,,,,,,,,,
L (28-31),0,27,39.0,337,1,33,164,3,5.0,72,7.0,1,8,1,28,7,56,0,0,1,0.0,19.0,27.0,253.0,4.0,31.0,100.0,0.0,3.2,58.0,6.1,3.0,5.0,3.0,18.0,7.0,38.0,0.0,0.0,-25.95695152499747,,,,,,,,,
L (7-52),1,22,42.0,169,1,22,48,0,2.2,64,3.4,2,4,2,16,4,26,0,1,1,1.0,14.0,18.0,247.0,2.0,42.0,256.0,4.0,6.1,60.0,8.4,1.0,12.0,1.0,24.0,8.0,75.0,1.0,0.0,-6.364374650242262,,,,,,,,,
W (56-38),0,20,26.0,328,3,42,244,5,5.8,68,8.4,3,15,3,31,12,120,0,0,0,0.0,26.0,41.0,378.0,2.0,47.0,148.0,3.0,3.1,88.0,6.0,8.0,10.0,8.0,33.0,5.0,65.0,0.0,0.0,38.143295317053145,,,,,,,,,
W (35-34),1,26,35.0,288,4,38,107,1,2.8,73,5.4,3,8,3,26,2,10,1,0,1,2.0,24.0,36.0,334.0,3.0,25.0,74.0,1.0,3.0,61.0,6.7,0.0,5.0,0.0,19.0,4.0,38.0,2.0,0.0,55.4673712309627,,,,,,,,,
W (45-13),1,16,22.0,279,4,24,78,1,3.3,46,7.8,2,3,2,14,3,25,1,0,1,2.0,16.0,32.0,245.0,1.0,58.0,184.0,0.0,3.2,90.0,4.8,1.0,12.0,1.0,22.0,8.0,78.0,1.0,1.0,23.722340818232475,,,,,,,,,
W (59-0),1,29,40.0,421,3,40,201,5,5.0,80,7.8,2,10,2,30,7,81,0,1,0,3.0,11.0,24.0,68.0,0.0,34.0,60.0,0.0,1.8,58.0,2.2,3.0,4.0,3.0,10.0,9.0,85.0,1.0,2.0,55.2196390746319,,,,,,,,,
W (17-12),0,12,24.0,117,1,53,177,1,3.3,77,3.8,0,12,0,20,8,80,0,0,0,2.0,25.0,43.0,286.0,1.0,30.0,70.0,0.0,2.3,73.0,4.9,2.0,5.0,2.0,21.0,1.0,5.0,1.0,1.0,89.94721198186053,,,,,,,,,
W (28-7),1,18,32.0,189,4,36,118,0,3.3,68,4.5,2,7,2,18,9,104,0,1,0,4.0,19.0,43.0,182.0,0.0,30.0,87.0,1.0,2.9,73.0,3.7,3.0,5.0,3.0,18.0,4.0,31.0,2.0,2.0,134.43923200057222,,,,,,,,,
W (34-27),1,11,23.0,179,1,45,192,3,4.3,68,5.5,1,11,1,21,1,0,1,0,1,2.0,31.0,41.0,371.0,1.0,31.0,91.0,2.0,2.9,72.0,6.4,0.0,7.0,0.0,23.0,5.0,27.0,2.0,0.0,149.84308202299437,,,,,,,,,
W (27-6),1,8,15.0,81,1,46,252,3,5.5,61,5.5,2,13,2,17,3,30,0,1,1,0.0,15.0,27.0,199.0,0.0,44.0,184.0,0.0,4.2,71.0,5.4,1.0,10.0,1.0,19.0,6.0,57.0,0.0,0.0,167.37332722804967,,,,,,,,,
L (14-30),2,21,41.0,185,1,30,78,1,2.6,71,3.7,2,7,2,15,5,51,0,2,1,0.0,20.0,34.0,181.0,2.0,33.0,129.0,1.0,3.9,67.0,4.6,3.0,10.0,3.0,20.0,3.0,35.0,0.0,0.0,-10.235333803169985,,,,,,,,,
L (10-17),0,35,51.0,372,0,25,24,1,1.0,76,5.2,2,1,2,20,2,18,0,0,0,0.0,14.0,30.0,222.0,0.0,32.0,167.0,2.0,5.2,62.0,6.3,1.0,5.0,1.0,17.0,3.0,40.0,0.0,0.0,-6.703239208515671,,,,,,,,,
W (33-30),4,29,48.0,268,3,34,71,0,2.1,82,4.1,4,6,4,22,15,145,2,2,0,6.0,18.0,45.0,165.0,1.0,44.0,123.0,3.0,2.8,89.0,3.2,5.0,7.0,5.0,20.0,4.0,60.0,3.0,3.0,35.52724380772373,,,,,,,,,
L (12-16),3,18,32.0,146,0,42,176,0,4.2,74,4.4,2,9,2,17,7,55,1,2,1,1.0,14.0,32.0,154.0,1.0,27.0,54.0,1.0,2.0,59.0,3.5,2.0,4.0,2.0,12.0,3.0,35.0,0.0,1.0,41.961007074155376,,,,,,,,,
W (34-27),0,25,41.0,359,1,35,143,3,4.1,76,6.6,4,9,4,27,10,83,0,0,1,1.0,27.0,43.0,322.0,3.0,35.0,136.0,0.0,3.9,78.0,5.9,4.0,8.0,4.0,27.0,7.0,90.0,0.0,1.0,80.63709594283814,,,,,,,,,
L (19-26),4,30,41.0,323,0,24,71,1,3.0,65,6.1,1,5,1,22,4,19,3,1,1,0.0,9.0,19.0,123.0,1.0,60.0,264.0,1.0,4.4,79.0,4.9,0.0,12.0,0.0,20.0,5.0,40.0,0.0,0.0,60.0689394321054,,,,,,,,,
L (31-34),5,34,52.0,423,4,29,96,0,3.3,81,6.4,0,8,0,24,6,55,3,2,0,0.0,30.0,52.0,295.0,3.0,25.0,109.0,1.0,4.4,77.0,5.2,1.0,5.0,1.0,19.0,11.0,95.0,0.0,0.0,-12.335083726288715,,,,,,,,,
L (13-34),2,13,29.0,181,1,25,23,0,0.9,54,3.8,1,1,1,8,2,20,0,2,1,1.0,8.0,24.0,75.0,1.0,58.0,346.0,3.0,6.0,82.0,5.1,1.0,17.0,1.0,23.0,7.0,60.0,0.0,1.0,2.708757146550262,,,,,,,,,
L (7-35),1,14,28.0,123,1,28,-19,0,-0.7,56,1.9,1,3,1,8,7,37,1,0,0,3.0,20.0,29.0,264.0,3.0,46.0,196.0,2.0,4.3,75.0,6.1,3.0,11.0,3.0,24.0,4.0,49.0,2.0,1.0,-9.31232984721705,,,,,,,,,
L (20-26),2,30,50.0,327,2,18,33,0,1.8,68,5.3,1,3,1,17,5,40,1,1,0,1.0,23.0,33.0,260.0,0.0,33.0,102.0,2.0,3.1,66.0,5.5,0.0,5.0,0.0,19.0,7.0,60.0,0.0,1.0,-0.723428119037063,,,,,,,,,
W (31-27),2,31,41.0,304,2,36,145,2,4.0,77,5.8,1,8,1,24,10,89,0,2,1,1.0,22.0,39.0,247.0,0.0,35.0,128.0,3.0,3.7,74.0,5.1,4.0,6.0,4.0,21.0,3.0,30.0,0.0,1.0,8.861619129574528,,,,,,,,,
L (24-45),1,27,44.0,326,3,20,50,0,2.5,64,5.9,2,2,2,20,2,5,0,1,0,4.0,15.0,19.0,203.0,2.0,55.0,403.0,4.0,7.3,74.0,8.2,0.0,22.0,0.0,31.0,3.0,25.0,3.0,1.0,28.15292714476955,,,,,,,,,
L (7-14),0,7,14.0,62,0,30,181,1,6.0,44,5.5,1,7,1,10,3,20,0,0,0,1.0,3.0,8.0,53.0,1.0,56.0,231.0,1.0,4.1,64.0,4.4,0.0,14.0,0.0,17.0,4.0,26.0,1.0,0.0,-9.881229440553131,,,,,,,,,
L (13-48),0,12,23.0,179,2,31,87,0,2.8,54,4.9,2,5,2,13,1,5,0,0,1,0.0,28.0,34.0,338.0,3.0,36.0,171.0,2.0,4.8,70.0,7.3,0.0,13.0,0.0,28.0,6.0,50.0,0.0,0.0,-20.598365252524907,,,,,,,,,
L (20-23),1,16,26.0,148,0,47,204,2,4.3,73,4.8,1,8,1,19,5,40,0,1,1,0.0,21.0,39.0,210.0,1.0,22.0,84.0,2.0,3.8,61.0,4.8,1.0,7.0,1.0,19.0,3.0,11.0,0.0,0.0,-38.73035912245354,,,,,,,,,
L (27-31),4,20,29.0,223,2,34,146,1,4.3,63,5.9,1,8,1,21,4,31,3,1,0,1.0,19.0,29.0,212.0,2.0,29.0,151.0,1.0,5.2,58.0,6.3,1.0,7.0,1.0,19.0,6.0,61.0,0.0,1.0,-56.15389188971605,,,,,,,,,
L (7-20),0,11,26.0,103,1,31,128,0,4.1,57,4.1,3,7,3,16,7,54,0,0,1,0.0,17.0,22.0,269.0,1.0,43.0,122.0,1.0,2.8,65.0,6.0,1.0,7.0,1.0,18.0,7.0,69.0,0.0,0.0,-70.09710797510546,,,,,,,,,
W (20-14),2,18,28.0,206,0,43,122,2,2.8,71,4.6,1,7,1,19,3,10,2,0,1,2.0,17.0,32.0,163.0,0.0,25.0,75.0,2.0,3.0,57.0,4.2,0.0,2.0,0.0,10.0,5.0,59.0,1.0,1.0,-27.111672638369463,,,,,,,,,
W (48-21),3,22,32.0,348,2,41,211,4,5.1,73,7.7,2,6,2,24,7,80,0,3,1,2.0,22.0,37.0,121.0,1.0,34.0,183.0,2.0,5.4,71.0,4.3,4.0,6.0,4.0,19.0,8.0,90.0,0.0,2.0,16.347175330572774,,,,,,,,,
L (16-30),2,23,34.0,304,1,26,76,0,2.9,60,6.3,1,2,1,14,11,100,1,1,1,0.0,13.0,26.0,159.0,0.0,58.0,286.0,4.0,4.9,84.0,5.3,1.0,16.0,1.0,27.0,7.0,45.0,0.0,0.0,3.2938530146408453,,,,,,,,,
L (7-48),2,13,25.0,163,0,47,151,1,3.2,72,4.4,0,6,0,11,6,36,0,2,1,0.0,22.0,34.0,290.0,2.0,28.0,200.0,4.0,7.1,62.0,7.9,1.0,5.0,1.0,17.0,6.0,51.0,0.0,0.0,-6.9302485191281615,,,,,,,,,
L (7-42),3,9,19.0,48,0,40,141,1,3.5,59,3.2,2,10,2,16,5,55,0,3,1,0.0,15.0,28.0,245.0,2.0,45.0,198.0,3.0,4.4,73.0,6.1,3.0,10.0,3.0,25.0,3.0,40.0,0.0,0.0,-14.589370944208923,,,,,,,,,
L (10-38),3,5,10.0,86,1,51,185,0,3.6,61,4.4,1,8,1,13,2,18,2,1,0,0.0,6.0,11.0,120.0,1.0,44.0,204.0,2.0,4.6,55.0,5.9,1.0,8.0,1.0,14.0,3.0,35.0,0.0,0.0,-1.0106140443054503,,,,,,,,,
L (0-27),2,8,20.0,57,0,27,83,0,3.1,47,3.0,1,5,1,7,7,84,1,1,1,1.0,21.0,30.0,239.0,3.0,47.0,156.0,0.0,3.3,77.0,5.1,3.0,9.0,3.0,25.0,4.0,40.0,0.0,1.0,-9.938585180305717,,,,,,,,,
W (23-14),0,23,31.0,293,1,47,80,1,1.7,78,4.8,4,3,4,22,5,50,0,0,0,2.0,24.0,35.0,199.0,1.0,32.0,62.0,1.0,1.9,67.0,3.9,1.0,5.0,1.0,16.0,7.0,52.0,2.0,0.0,17.767588584238688,,,,,,,,,
L (17-23),1,20,37.0,281,2,46,91,0,2.0,83,4.5,1,10,1,25,7,61,0,1,1,0.0,30.0,47.0,293.0,0.0,27.0,82.0,1.0,3.0,74.0,5.1,1.0,6.0,1.0,23.0,3.0,30.0,0.0,0.0,29.105532219090463,,,,,,,,,
W (26-22),0,21,32.0,209,2,36,120,1,3.3,68,4.8,3,8,3,21,5,40,0,0,1,2.0,5.0,14.0,109.0,1.0,39.0,157.0,2.0,4.0,53.0,5.0,1.0,6.0,1.0,11.0,6.0,70.0,1.0,1.0,68.24094909447794,,,,,,,,,
W (20-17),1,14,23.0,185,1,37,150,0,4.1,60,5.6,1,8,1,18,4,44,0,1,0,0.0,21.0,39.0,255.0,2.0,33.0,121.0,0.0,3.7,72.0,5.2,1.0,7.0,1.0,18.0,7.0,42.0,0.0,0.0,111.50166460952067,,,,,,,,,
W (17-7),2,33,47.0,323,1,37,102,1,2.8,84,5.1,2,6,2,24,5,50,1,1,1,3.0,14.0,26.0,136.0,0.0,27.0,70.0,1.0,2.6,53.0,3.9,2.0,5.0,2.0,13.0,7.0,55.0,0.0,3.0,112.51912578430448,,,,,,,,,
W (13-3),0,19,25.0,172,1,35,97,0,2.8,60,4.5,0,5,0,12,4,30,0,0,1,3.0,32.0,54.0,338.0,0.0,27.0,78.0,0.0,2.9,81.0,5.1,1.0,7.0,1.0,23.0,4.0,20.0,1.0,2.0,127.40221880437662,,,,,,,,,
L (16-34),1,21,37.0,233,1,31,115,1,3.7,68,5.1,3,5,3,18,4,35,1,0,1,0.0,21.0,28.0,283.0,1.0,54.0,256.0,3.0,4.7,82.0,6.6,0.0,17.0,0.0,27.0,12.0,105.0,0.0,0.0,-5.2678549578499245,,,,,,,,,
L (24-41),0,24,42.0,280,2,31,98,1,3.2,73,5.2,3,6,3,26,4,20,0,0,0,2.0,5.0,10.0,131.0,1.0,69.0,382.0,5.0,5.5,79.0,6.5,0.0,19.0,0.0,24.0,8.0,76.0,2.0,0.0,11.027170893105591,,,,,,,,,
L (38-41),2,23,45.0,405,3,16,15,2,0.9,61,6.9,1,2,1,16,5,21,1,1,0,3.0,22.0,37.0,352.0,1.0,51.0,189.0,3.0,3.7,88.0,6.1,0.0,9.0,0.0,25.0,9.0,91.0,1.0,2.0,24.57120747024912,,,,,,,,,
W (34-29),0,20,31.0,314,3,18,88,0,4.9,49,8.2,1,4,1,19,3,16,0,0,0,1.0,7.0,13.0,103.0,1.0,70.0,326.0,3.0,4.7,83.0,5.2,1.0,22.0,1.0,28.0,9.0,74.0,1.0,0.0,38.51870568048467,,,,,,,,,
L (40-42),0,30,45.0,375,2,26,122,2,4.7,71,7.0,1,7,1,28,7,50,0,0,0,1.0,23.0,32.0,309.0,3.0,35.0,200.0,3.0,5.7,67.0,7.6,1.0,11.0,1.0,26.0,9.0,70.0,1.0,0.0,20.328438397066684,,,,,,,,,
L (21-35),5,19,35.0,231,2,44,83,1,1.9,79,4.0,2,6,2,19,7,44,2,3,0,3.0,13.0,22.0,178.0,0.0,44.0,98.0,2.0,2.2,66.0,4.2,1.0,6.0,1.0,15.0,8.0,64.0,2.0,1.0,-12.276664060549685,,,,,,,,,
L (3-35),0,8,16.0,83,0,31,107,0,3.5,47,4.0,3,7,3,13,4,35,0,0,0,2.0,22.0,28.0,313.0,3.0,45.0,201.0,2.0,4.5,73.0,7.0,1.0,11.0,1.0,26.0,4.0,33.0,0.0,2.0,-20.70682127896536,,,,,,,,,
L (17-20),1,8,15.0,194,2,24,53,0,2.2,39,6.3,0,1,0,4,4,25,1,0,1,0.0,9.0,17.0,78.0,0.0,66.0,310.0,2.0,4.7,83.0,4.7,0.0,18.0,0.0,22.0,5.0,35.0,0.0,0.0,-35.85454215399544,,,,,,,,,
L (3-30),1,6,19.0,52,0,38,87,0,2.3,57,2.4,2,7,2,10,4,30,1,0,1,0.0,16.0,28.0,132.0,1.0,45.0,313.0,2.0,7.0,73.0,6.1,1.0,13.0,1.0,21.0,10.0,85.0,0.0,0.0,-47.32520066760284,,,,,,,,,
L (27-37),1,8,15.0,116,0,50,351,4,7.0,65,7.2,3,15,3,23,7,45,1,0,1,0.0,16.0,29.0,136.0,2.0,45.0,255.0,2.0,5.7,74.0,5.3,2.0,13.0,2.0,23.0,5.0,55.0,0.0,0.0,-64.64491150695532,,,,,,,,,
L (20-24),2,16,30.0,142,1,31,128,1,4.1,61,4.4,3,6,3,15,9,75,0,2,1,1.0,15.0,24.0,245.0,2.0,52.0,238.0,0.0,4.6,76.0,6.4,1.0,11.0,1.0,24.0,10.0,90.0,1.0,0.0,-5.319736431850725,,,,,,,,,
L (14-34),3,19,41.0,255,1,24,16,1,0.7,65,4.2,1,1,1,11,6,63,2,1,0,2.0,19.0,33.0,227.0,2.0,54.0,194.0,0.0,3.6,87.0,4.8,3.0,11.0,3.0,26.0,4.0,37.0,1.0,1.0,-18.960401973468755,,,,,,,,,
W (20-17),0,21,32.0,155,1,36,142,0,3.9,68,4.4,3,6,3,16,11,68,0,0,0,4.0,28.0,52.0,295.0,1.0,43.0,173.0,1.0,4.0,95.0,4.9,5.0,8.0,5.0,30.0,6.0,60.0,1.0,3.0,24.108537479312865,,,,,,,,,
L (21-41),0,28,51.0,319,1,30,78,2,2.6,81,4.9,3,5,3,22,8,65,0,0,0,0.0,18.0,30.0,351.0,3.0,38.0,134.0,0.0,3.5,68.0,7.1,0.0,6.0,0.0,20.0,8.0,49.0,0.0,0.0,6.36724717511773,,,,,,,,,
L (15-20),1,32,58.0,325,1,27,21,0,0.8,85,4.1,4,3,4,22,8,50,0,1,1,1.0,9.0,16.0,105.0,0.0,41.0,97.0,1.0,2.4,57.0,3.5,0.0,7.0,0.0,11.0,8.0,46.0,0.0,1.0,4.721130940972646,,,,,,,,,
L (0-49),3,16,33.0,131,0,23,26,0,1.1,56,2.8,1,3,1,9,9,45,1,2,1,1.0,19.0,26.0,201.0,2.0,43.0,234.0,4.0,5.4,69.0,6.3,0.0,13.0,0.0,22.0,4.0,40.0,1.0,0.0,-5.45018765630325,,,,,,,,,
L (21-48),2,21,40.0,288,3,33,54,0,1.6,73,4.7,4,5,4,22,12,134,0,2,1,2.0,24.0,29.0,252.0,3.0,48.0,245.0,4.0,5.1,77.0,6.5,7.0,14.0,7.0,31.0,12.0,123.0,0.0,2.0,-23.57919234026882,,,,,,,,,
W (27-23),2,7,14.0,72,1,44,243,3,5.5,58,5.4,0,15,0,17,11,105,1,1,1,1.0,21.0,33.0,221.0,1.0,56.0,218.0,1.0,3.9,89.0,4.9,2.0,15.0,2.0,26.0,5.0,40.0,1.0,0.0,20.015064674598857,,,,,,,,,
W (45-20),1,16,25.0,178,3,40,347,3,8.7,65,8.1,3,14,3,27,13,124,1,0,0,2.0,19.0,29.0,222.0,1.0,38.0,102.0,0.0,2.7,67.0,4.8,5.0,7.0,5.0,22.0,5.0,65.0,1.0,1.0,33.235810927223056,,,,,,,,,
L (17-20),1,18,27.0,267,1,47,171,1,3.6,74,5.9,0,11,0,18,6,55,1,0,1,1.0,9.0,18.0,78.0,0.0,48.0,200.0,2.0,4.2,66.0,4.2,0.0,11.0,0.0,15.0,10.0,62.0,1.0,0.0,8.562884009601879,,,,,,,,,
W (37-30),1,30,49.0,360,0,45,148,3,3.3,94,5.4,2,11,2,29,5,50,0,1,0,3.0,32.0,50.0,324.0,4.0,24.0,90.0,0.0,3.8,74.0,5.6,2.0,4.0,2.0,25.0,11.0,83.0,2.0,1.0,20.79085730770909,,,,,,,,,
W (47-17),3,15,19.0,249,2,56,390,5,7.0,75,8.5,0,15,0,23,7,75,1,2,1,1.0,25.0,40.0,225.0,2.0,29.0,16.0,0.0,0.6,69.0,3.5,4.0,6.0,4.0,15.0,4.0,38.0,0.0,1.0,55.54836360644473,,,,,,,,,
W (48-21),2,24,29.0,252,3,48,245,4,5.1,77,6.5,7,14,7,31,12,123,0,2,0,2.0,21.0,40.0,288.0,3.0,33.0,54.0,0.0,1.6,73.0,4.7,4.0,5.0,4.0,22.0,12.0,134.0,0.0,2.0,97.77009681488036,,,,,,,,,
W (45-21),1,30,54.0,457,6,55,198,0,3.6,109,6.0,5,15,5,34,5,45,0,1,1,1.0,21.0,36.0,204.0,1.0,33.0,69.0,2.0,2.1,69.0,4.0,2.0,3.0,2.0,15.0,7.0,74.0,1.0,0.0,135.29391562662445,,,,,,,,,
L (48-54),0,34,55.0,456,3,24,97,3,4.0,79,7.0,5,5,5,27,11,108,0,0,0,0.0,19.0,33.0,350.0,3.0,39.0,164.0,2.0,4.2,72.0,7.1,4.0,7.0,4.0,26.0,16.0,134.0,0.0,0.0,151.82207188138852,,,,,,,,,
L (28-35),1,16,29.0,251,2,27,93,1,3.4,56,6.1,1,6,1,15,4,35,1,0,0,0.0,9.0,15.0,162.0,1.0,73.0,378.0,3.0,5.2,88.0,6.1,2.0,18.0,2.0,28.0,5.0,31.0,0.0,0.0,172.09679055539073,,,,,,,,,
L (15-38),3,18,26.0,234,2,27,110,0,4.1,53,6.5,0,7,0,17,1,5,1,2,0,0.0,16.0,21.0,176.0,2.0,41.0,210.0,3.0,5.1,62.0,6.2,0.0,10.0,0.0,21.0,2.0,10.0,0.0,0.0,-9.182607376554726,,,,,,,,,
L (7-49),2,17,26.0,174,1,32,52,0,1.6,58,3.9,1,5,1,15,6,55,1,1,0,1.0,20.0,25.0,338.0,5.0,35.0,176.0,2.0,5.0,60.0,8.6,2.0,10.0,2.0,24.0,1.0,15.0,0.0,1.0,7.932291846410656,,,,,,,,,
W (45-27),0,29,36.0,421,3,37,142,3,3.8,73,7.7,0,6,0,24,6,56,0,0,1,2.0,14.0,31.0,256.0,4.0,32.0,122.0,0.0,3.8,63.0,6.0,2.0,8.0,2.0,18.0,4.0,29.0,0.0,2.0,42.519049673659545,,,,,,,,,
W (20-6),1,23,36.0,207,0,35,157,2,4.5,71,5.1,1,6,1,18,6,73,0,1,0,1.0,14.0,31.0,131.0,1.0,30.0,8.0,0.0,0.3,61.0,2.3,3.0,3.0,3.0,14.0,4.0,30.0,0.0,1.0,48.56294671376922,,,,,,,,,
W (36-17),2,22,34.0,290,2,37,206,3,5.6,71,7.0,0,8,0,19,5,54,1,1,0,3.0,21.0,40.0,325.0,2.0,37.0,97.0,0.0,2.6,77.0,5.5,2.0,7.0,2.0,20.0,7.0,49.0,2.0,1.0,86.80021160804841,,,,,,,,,
L (17-34),5,27,41.0,198,0,35,60,2,1.7,76,3.4,1,6,1,17,6,50,1,4,0,1.0,8.0,20.0,156.0,3.0,31.0,144.0,1.0,4.6,51.0,5.9,1.0,5.0,1.0,12.0,7.0,50.0,0.0,1.0,65.51884092707603,,,,,,,,,
W (17-7),2,23,34.0,233,1,39,132,0,3.4,73,5.0,3,8,3,21,8,78,2,0,1,4.0,12.0,27.0,117.0,0.0,33.0,93.0,1.0,2.8,60.0,3.5,2.0,8.0,2.0,15.0,8.0,67.0,2.0,2.0,16.566199409810867,,,,,,,,,
